81,중국인 학습자를 위한 '한자어+하다' 형용사 교육 연구 = A Study on the Education of Korean ‘한자어+하다’Adjectives for Chinese Learners,유염염,"학위논문(석사)-- 인천대학교 대학원, 인천대학교 한국어교육대학원 : 한국어교육학과 한국어교육학과 2016. 2",2015,"중국인 학습자 , '한자어+하다' 형용사 , 대조 , 오류분석 , 교육방안"
82,청주출토 김원택일가 출토의복 보존처리에 관한 연구 = A Study on the Conservation of Excavated Costumes From the Family of Kim Won-teak in Cheongju,양미,학위논문(석사)-- 인천대학교 일반대학원 : 의류학과(일반) 2008. 8,2008,"출토복식 , 보존처리 , Excavated , CostumesConservation"
83,"초등 저학년 고도 영재들의 인지적, 비인지적 특성에 관한 사례연구",이지현,학위논문(석사)-- 인천대학교 교육대학원 : 영재교육전공 2011. 2,2011,
84,숲유치원에서의 수ㆍ과학 활동이 유아의 수학 개념과 과학적 탐구능력에 미치는 영향 : 인천대학교 숲유치원을 중심으로 = The Effects of Mathematics and Science activities in the Forest kindergarten to the Children's Mathematical Concept and Science Process Skill,이남희,학위논문(석사)-- 인천대학교 교육대학원: 유아교육전공 유아교육 2011. 8,2011,"숲유치원 , 수학적 개념 , 과학적 탐구능력"
85,여성인권지원 단체 활동가의 여성주의 의식이 소진에 미치는 영향,정미진,학위논문(석사)-- 인천대학교 행정대학원 : 사회복지학과 2010. 2,2010,
86,정규 교육과정에 편성된 학교스포츠클럽 수업에 대한 중학생의 만족도 = Satisfaction of Middle School Students on School Sports Clubs Organized into the Regular School Curriculum,한동표,학위논문(석사)-- 인천대학교 교육대학원 : 체육교육전공 2013. 8,2013,
87,컴퓨터공학 전공적합성에 대한 성격 및 감성지능의 상관성 연구 = A Study on the Correlation of Personality traits and Emotional Intelligence to Major Satisfaction in Computer Science,서예솔,학위논문(석사)-- 인천대학교 교육대학원 : 컴퓨터교육전공 2020. 8,2020,"컴퓨터공학 , 전공적합성 , 감성지능 , 성격"
88,노인일자리사업의 효율적 운영방안에 관한 연구 : 인천광역시를 중심으로 = A Study of Effective Measures for Operating the Active Senior Job Placement Project : Focused on Incheon Metropolitan City,김재천,학위논문(석사)-- 인천대학교 행정대학원 : 사회복지학과(행정) 2008. 2,2008,
89,최상위 수준 수학 영재아의 수학적 특성과 사고과정에 관한 사례연구 = A Case Study of Two Exceptionally Gifted Students in Mathematics,김혜경,학위논문(석사)-- 인천대학교 교육대학원 : 영재교육전공 2008. 8,2008,"최상위수준 , 수학영재아 , 수학적특성 , 사고과정"
90,"과학영재의 지능·창의성 수준에 따른 학업성취, 인성, 학습방법의 차이 = A Study on the Differences of Scholastic Achievement, Personality Traits and Learning Methods according to the Intelligence and Creativity Level of the Scientifically Gifted",윤정현,학위논문(석사)-- 인천대학교 교육대학원 : 영재교육전공 2007. 8,2007,"과학영재 , 지능 , 창의성 , 학업성취 , 인성특성 , 학습방법"
91,숲유치원에서의 문학활동이 유아의 언어표현능력에 미치는 영향 : 인천대학교 숲유치원을 중심으로 = Impact of Literary Activities in the Forest on the Verbal Expressiveness of Preschoolers : the case of a forest kindergarten attached to University of Incheon,오소영,학위논문(석사)-- 인천대학교 교육대학원: 유아교육전공 유아교육 2010. 8,2010,"숲유치원 , 문학활동 , 언어표현능력"
92,"최대운동 후 경혈지압·마사지·동적회복 방법에 따른 혈중 젖산 및 암모니아 농도의 변화 = Change in Blood Lactate and Ammonia Concentration According to Medifinger, Massage, and Kinetic Recovery Methods After Maximal Exercise",한상호,학위논문(석사)-- 인천대학교 : 체육교육전공 스포츠의학 2014. 2,2014,"최대운동 , 경혈지압 , 마사지 , 동적회복 , 젖산 , 암모니아"
93,노인요양시설 종사자의 조직몰입에 관한 비교 연구 : 인천광역시 개인시설 및 법인시설 비교를 중심으로,김정은,학위논문(석사)-- 인천대학교 행정대학원 : 사회복지학과 2011. 8,2011,
