0,1,2,3,4,5
7543,韓國書藝의 發展過程硏究 : 李朝後期를 中心으로 = (A) study on development process of Korean caligraphy,민 승기,학위논문 (석사)-- 인천대학교 교육대학원 : 미술교육 전공 1993. 2,1993,"서예 , 서예역사"
7544,탈냉전 중국의 동북아정책과 한국의 통일외교 = Chinese Foreign Policy in the Post-Cold War Northeast Asia and Korean Unification Diplomacy,유남용,학위논문(석사)-- 仁川大學校 行政大學院: 정책개발학과 2000,2000,"탈냉전 , 중국 , 동북아정책 , 한국 , 통일외교"
7545,美軍政期 韓國敎育政策硏究 = A Study on Korean Educational Policy during the U. S. Military Government,姜志泳,학위논문(석사)-- 仁川大學校 敎育大學院: 一般社會敎育專攻 2001,2001,"미군정 , 한국교육 , 교육정책"
7546,인수합병 이후 재무적 성과관계에 관한 연구 = Financial Performance and Stock Price of the M&A,김동우,학위논문(석사)-- 인천대학교 대학교: 경영학과 재무 2010. 2,2010,"인수 , 재무 , 성과"
7547,가스터빈 발전플랜트의 안전 운영을 위한 화염이미지의 기계학습기법을 활용한 연소 불안정 진단,전병철,학위논문(석사)-- 인천대학교 일반대학원 : 안전공학과 2021. 2,2021,"연소 불안정(Combustion instability) , 기계학습(Machine learning) , 화염 이미지(Flame image) , 동압(Dynamic pressure) , 합성곱 신경망(CNN - Convolutional Neural Network) , 장단기 기억(LSTM - Long Short Term Memory) , 오차 행렬(Confusion matrix)"
7548,<우라시마코 전설(浦島子??)>의 이상향에 관한 고찰 = A Study on the Utopia of Urashimako Legend,김유미,학위논문(석사)-- 인천대학교 교육대학원 : 일어교육전공 2020. 2,2020,"거북(?) , 이상향(理想?) , 봉래산(蓬萊山) , 황소자리 , 묘성(昴星)"
7549,방과 후 여가활동 참여 중학생의 여가인식과 스포츠 사회적 태도의 관계 = The Relationship of the Middle School Student's Recognition of Leisure and the Social Attitudes,이준현,학위논문(석사)-- 인천대학교 교육대학원 : 체육교육전공 2010. 8,2010,"여가인식 , 스포츠 사회적 태도"
7550,기후변화가 건설근로자의 근로손실일수에 미치는 영향 = Effects of Climate Change on the Work Loss Days of the Construction Workers,최재욱,학위논문(석사)-- 인천대학교 대학원 : 건축학과 건설관리 2020. 2,2020,"기후변화 , 근로손실일수 , 건설근로자 , RCP 시나리오 , 재해지표 , 안전관리"
7551,북극의 관리체제와 지속가능개발을 위한 국제환경법체계 연구 = A Study on Arctic Governance and International Environmental Legal System for Sustainable Development,한승우,학위논문(박사)-- 인천대학교 일반대학원 : 법학과 국제법 2021. 2,2021,"""북극"" , ""지속가능개발"" , ""관리체제"" , ""규범체계"" , ""환경규범"" , ""북극정책"""
7552,기계·금속 중등교사 임용시험 기출문항 분석 : 2017~2019학년도를 중심으로 = An Analysis of Mechanical Engineering & Metallurgy Secondary School Teacher Employment Exam : Focused on 2017~2019,임진석,학위논문(석사)-- 인천대학교 교육대학원 : 기계교육전공 2019. 8,2019,"중등교사 임용시험 , 기계·금속 , 문항 , 교과과정"
7553,중등수학교육과정에서의 프랙탈의 이론적 배경과 수업방안에 관한 연구 = (A) Study on the Theoretical Background and Teaching Program of Fractals in the Curriculum of Secondary Mathematics Education,이현아,학위논문(석사)-- 인천대학교 교육대학원: 수학교육전공 2004. 8,2004,"중등수학 , 수학교육 , 프랙탈 , 수업방안 , Teaching Program , Fractal , Curriculum , Mathematics Education"
7554,공동주택 건축공사 단위작업의 사망재해 위험성 평가 프로세스 개발 = Development of Risk Assessment Process for Death Accidents by Activity in Apartment Buildings,박성표,학위논문(석사)-- 인천대학교 대학원 : 건축학과 건축공학 2020. 2,2020,"위험성 평가 , 재해 예측 , 애플리케이션 , 재해 유형"
7555,중등 교원의 법적 지위에 관한 고찰 : 근로기본권을 중심으로 = (A) Study on the Legal Status of Teachers,한상철,학위논문(석사)-- 인천대학교 교육대학원: 일반사회교육전공 2003. 2,2002,"중등 교원 , 법적 지위 , 근로기본권"
7556,"高等學校 「美術과 生活」 領域의 美的 體驗學習 프로그램 開發 = (A) Study on the Programing for Aesthetic Experience on a Field of ""Arts in Everyday Life's"" for High School Art Activities",유덕철,학위논문(석사)-- 仁川大學校 敎育大學院: 美術敎育 專攻 2000,2000,"고등학교 , 미술과생활 , 체험학습프로그램"
7557,백(BAC) 재조합 기술의 개선과 응용 = Improvement of BAC recombineering and its application,국명욱,학위논문(석사)-- 인천대학교 일반대학원 : 생명과학과 2020. 2,2020,"BAC , BAC recombineering , Vector , Expression , Rosa26 , Transposon , Plasmid , Recombinant protein , Recombiation"
7558,농촌주민의 여가에 대한 태도 연구 : 인천광역시를 중심으로 = (A) Study on the Rural People's Attitude Toward Leisure : Focused on Incheon Metropolitan City,이현자,학위논문(석사)-- 인천대학교 행정대학원: 사회복지학과 2005. 2,2004,"농촌주민 , 여가 , Rural People , Leisure"
7559,심층 신경망 기법을 이용한 잡음 환경에 강인한 음성 키워드 인식기 = Noise-Robust Spoken Keyword Recognizer Using Deep Neural Network,윤기무,학위논문(석사)-- 인천대학교 일반대학원 : 컴퓨터공학과 2020. 2,2020,"음성 인식 , 키워드 인식 , 잡음 환경 , 심층 신경망 , 데이터 증강"
7560,「한중록」 연구 : 혜경궁 홍씨의 대인관계와 내면의식을 중심으로 = (A) Study on Hanjungrok,김재영,학위논문(석사)-- 인천대학교 교육대학원: 국어교육전공 2003. 8,2003,"한중록 , 혜경궁홍씨 , 국어 , 교육"
7561,경제 및 금융에 적용 가능한 고등학교 수학에 관한 연구 = (A) study on high school mathematics related to the economy and banking application,문성주,학위논문(석사)-- 인천대학교 교육대학원 : 수학교육전공 2003. 8,2003,"경제 , 금융 , 고등학교 , 수학"
7562,工高 電子科 學生의 關聯 職務分析 및 效率的인 指導方案에 관한 硏究 = (A) Study on the Job Analysis and the Method of Efficient Guidance for Students of Electronics Department in Technical High School,이훈구,학위논문(석사)-- 仁川大學校 敎育大學院: 電子敎育 專攻 2000,2000,"공고 , 전자과 , 학생 , 직무분석 , 지도방안"
7563,빌딩관리 근로자의 직무스트레스가 조직몰입에 미치는 영향 : 사회적지지의 조절효과 중심으로 = The Effects of Job Stress on Organizational Commitment of Building Management Workers : Focused on the moderating effect of social support,주영천,학위논문(석사)-- 인천대학교 경영대학원 : 경영학 2019. 2,2019,"빌딩관리 , 시설관리 , 시설경비 , 청소위생 , 빌딩관리근로자 , 직무스트레스 , 조직몰입 , 사회적지지 , 조절효과"
7564,Atomic Layer Deposition on 2D Materials = 2차원 재료의 원자층 증착법,김현구,학위논문(박사)-- 인천대학교 일반대학원 : 신소재공학과 2019. 8,2019,"Atomic layer deposition (ALD) , 2D materials , graphene , defect recovery , transparent heater"
7565,미래노인의 향후 주거 선호도에 관한 연구 = A research on residential preferences of future seniors,최동열,학위논문(석사)-- 인천대학교 경영대학원 : 부동산관리 2013. 2,2013,주거선호도
7566,중년기 운동 참가자의 신체활동 수준과 건강관련 삶의 질 관계 = The Relationship between Physical Activity Levels and Health Related Quality of Life in Middle Age,김승철,학위논문(석사)-- 인천대학교 교육대학원 : 체육교육전공 2008. 2,2008,"건강 , 삶의 질"
7567,중국의 개혁개방과 지역불균형 발전의 과정에 관한 연구 = The studies of China's reform & opening and the process of region's imbalance development,유준걸,학위논문(석사)-- 인천대학교 대학원 : 정치외교학과 2006. 8,2006,"중국지역 발전 , 불균형"
7568,주거빈곤가구의 주거안정방안 = A study on the housing stabilization program for the poor housing households,남승균,학위논문(석사)-- 인천대학교 경영대학원 : 부동산전공 2008. 2,2008,"주거빈곤 , 주거안정방안 , 주거문화"
7569,유아의 거친 신체 놀이와 공격성과의 관계 = The Relationship between ‘Aggression’ and ‘Rough-and-Tumble Play’ of Children,구명실,학위논문(석사)-- 인천대학교 교육대학원 : 유아교육전공(교육) 2008. 2,2008,"거친 신체 놀이 , 공격성 , Rough-and-Tumble Play , Aggression"
7570,"아버지의 부부공동양육 및 양육참여와 유아의 놀이성간의 관계 = Relations between Father’s Co-Parenting, Childcare Involvement and Young Children's Playfulness",장수경,학위논문(석사)-- 인천대학교 교육대학원 : 유아교육전공 2013. 2,2013,"""아버지 부부공동양육"". ""아버지 양육참여"" , ""유아의 놀이성"""
7571,사례분석을 통한 IT SoC Analog 팹리스와 특화 파운드리 육성 방안에 관한 연구 = A Study on Development Program for IT SoC Analog Fabless and Specialization Foundry,박철수,학위논문(석사)-- 인천대학교 정보기술대학원 : IT정책전공 2013. 8,2013,"IT SoC , 아날로그 팹리스 , 특화 파운드리 , 육성방안"
7572,"중국어권 학습자를 대상으로 한 보조사 '까지, 조차, 마저'에 대한 교육 방안 연구",손효남,학위논문(석사)-- 인천대학교 대학원 : 한국어교육학과 2013. 8,2013,
7573,제7차 체육과 교육과정과 2009 개정 체육과 교육과정 비교분석 : 중학교 교육과정을 중심으로 = A Comparative Study on the 7th Physical Education Curriculum and 2009 Revised Physical Education Curriculum,박정현,학위논문(석사)-- 인천대학교 교육대학원 : 체육교육전공 2014. 2,2014,체육과교육과정
7574,"디지털교과서 활용 수업의 수업구조, 상호작용 및 핵심성공요인에 관한 연구 = A Study on Lesson Structure, Interaction and Critical Success Factors of Digital Textbook-Based Instruction",안순선,학위논문(박사)-- 인천대학교 대학원 : 교육학과 교육공학 2013. 2,2013,"디지털교과서 , 수업구조 , 상호작용 , 디지털교과서 활용 수업의 핵심성공요인 , 혼합연구 , 근거이론"
7575,"중학생의 자아정체감과 내외통제성 및 진로성숙도의 관계 = The Relationship between Career Maturity and Identity, Internal and External Control of Middle School Students",최은혜,학위논문(석사)-- 인천대학교 교육대학원 : 0MAI 2006. 2,2006,"자아정체감 , 진로성숙도 , Career , Maturity , Identity"
7576,韓·中 才子佳人小說類 比較硏究 = A comparative study on the wit and beauty novels of Korea and China,임향란,학위논문(박사)-- 인천대학교 대학원 : 국어국문학과 2007. 2,2007,"재자가인 애정소설 비교문학 염정소설 가문소설 영웅소설 , wit , and , beauty , novels , love , a , novel , one´s , family , a , novel , a , hero , a , novel"
7577,국제무역의 전자결제 활용 저해요인과 활성화 방안에 관한 연구 = A Study on Impeding Factors and Activating Plans of International Electronic Trade Payment System,이대욱,학위논문(석사)-- 인천대학교 대학원 : 무역학과 2013. 2,2013,"전자무역 , 전자결제"
7578,스포츠 범죄에 대한 연구 = A Study on the Sport-Crime,이의주(李義柱),학위논문(석사)-- 인천대학교 일반대학원 : 법학과(일반) 2006. 2,2006,"스포츠범죄 , 스포츠형사법 , Sports , Sport-Crime , Sport , crimal , law"
7579,최대하운동 후 스포츠마사지가 뇌파변화에 미치는 영향 = The Effect of Sports Massage on EEG Changes after Submaximal Exercise,장은경,학위논문(석사)-- 인천대학교 일반대학원 : 체육학과(일반) 2008. 2,2008,"최대하운동 , 스포츠마사지 , 뇌파 , Submaximal , Exercise , Sports , Massage , EEG"
